name,religion,type,latitude,longitude,osm_id
T.E.L.C. Church,christian,place_of_worship,13.126059,80.0235426,way/678658526
House of Prayer,christian,place_of_worship,13.1260912,80.0265986,way/678666753
Annai Velankanni Church,christian,place_of_worship,12.9950833,80.2708246,way/682756109
Elim Revival Church,christian,place_of_worship,13.0531502,80.2303973,way/771308054
Saint Thomas Chapel,christian,place_of_worship,13.0781625,80.2382461,way/798821766
ECI St Paul church,christian,church,13.0959352,80.0577749,way/836828231
Grace and Truth Church,christian,place_of_worship,12.829264,79.8930756,way/940994722
CSI St. James Church,christian,place_of_worship,12.9781967,80.1941525,way/941448939
St. Georges Cathedral Church of South India,christian,place_of_worship,13.0520918,80.2529341,way/952172166
Jeevan Jothi Church,christian,place_of_worship,13.0233612,80.1807515,node/1015558623
Wesley English Church,christian,place_of_worship,13.0073959,80.1957764,way/1032879046
St Patricks Church,christian,place_of_worship,13.0081633,80.1953565,way/1032879047
Wesley Tamil Church,christian,place_of_worship,13.0082009,80.1993144,way/1032880162
St. Stephen's English Church,christian,place_of_worship,12.9774961,80.1513324,way/1065784937
St. Stephen's Tamil Church,christian,place_of_worship,12.9728039,80.1531375,way/1065784938
St. Sebastian Church,christian,place_of_worship,12.9078843,80.1124509,way/1065805299
Bethania Church,christian,place_of_worship,12.8579625,80.206914,way/1066032473
Kadarkarai Sagaya Madha Chruch,christian,place_of_worship,13.1849688,80.3165023,way/1074246083
Anderson Church,christian,place_of_worship,13.0889733,80.2885005,way/1076583943
St. Mary's Co-Cathedral,christian,place_of_worship,13.0897225,80.2873571,way/1076727632
Armenian Church of the Virgin Mary,christian,place_of_worship,13.0892009,80.2873201,way/1076727642
Tucker Church,christian,place_of_worship,13.0930283,80.2865551,way/1076737427
William Charles Memorial Church,christian,place_of_worship,13.0924627,80.2852101,way/1076740036
St. Thomas Orthodox Cathedral,christian,place_of_worship,13.0911914,80.2847571,way/1076740037
English Wesleyan Church,christian,place_of_worship,13.095206,80.2865034,way/1076740038
Arcot Lutheran Church,christian,place_of_worship,13.093685,80.2859741,way/1076740039
Tamil Wesleyan Church,christian,place_of_worship,13.0941773,80.2859902,way/1076740900
St. George Malabar Independent Syrian Church,christian,place_of_worship,13.103674,80.2527464,way/1091005536
Waterbury Memorial Telugu Baptist Church,christian,place_of_worship,13.1029474,80.2524042,way/1091005537
St. John the Baptist Church,christian,place_of_worship,13.075835,80.2637759,way/1108157148
Sacred Heart Shrine,christian,place_of_worship,13.0749584,80.2636616,way/1108157149
St Anthony's Church,christian,place_of_worship,13.0716979,80.2614885,way/1108157166
St. Thomas English Church,christian,place_of_worship,13.0317391,80.2784135,way/1112836981
St. Lazarus Church,christian,place_of_worship,13.0262082,80.2742856,way/1115400382
St. Thomas Cathedral Basilica,christian,place_of_worship,13.0335856,80.2777767,way/1115403900
Church of the Risen Redeemer,christian,place_of_worship,13.0529327,80.2269961,way/1123054296
Sovereign King Movement Church,christian,place_of_worship,13.079084,80.2681577,way/1123057570
The Church of Jesus Christ of Latter-day Saints,christian,place_of_worship,13.0148761,80.2263913,way/1126030503
Christ Church,christian,place_of_worship,13.0660533,80.2699549,way/1130786899
Wesley Church,christian,place_of_worship,13.0072634,80.219868,way/1131689104
Calvary Community Church,christian,place_of_worship,13.0048044,80.2482753,way/1132158369
St. Gregorios Orthodox Church,christian,place_of_worship,13.1233306,80.2443515,way/1132159130
Church of St. Michael and All Angels,christian,place_of_worship,13.0085963,80.2681099,way/1132168077
Apostolic Christian Assembly Avadi,christian,place_of_worship,13.0843324,80.1068147,way/1133430292
St. Mary's Orthodox Syrian Church,christian,place_of_worship,12.9250854,80.253271,way/1134166711
Infant Jesus Church,christian,place_of_worship,12.9730024,80.0599971,way/1134233212
St. Francis Xavier's Church,christian,place_of_worship,13.0996254,80.2855251,way/1135430975
St. Anthony's Church,christian,place_of_worship,13.0499232,79.8610646,way/1143789545
Trinity Church,christian,place_of_worship,13.0838274,80.2764413,way/1155176855
Our Lady of Good Health Church,christian,place_of_worship,13.1180231,80.256345,way/1172639326
Unnamed church,christian,place_of_worship,13.0977949,80.2853938,way/1180915612
Jesus Prophecy Church,christian,place_of_worship,13.2030429,80.1532622,way/1181311448
C.S.I. St. Stephen's Church,christian,place_of_worship,13.2012203,80.1582861,way/1181311529
Advent Christian Church Vengadu,christian,place_of_worship,12.9549246,79.9900648,way/1200036580
Sts. Joachim and Anne Catholic Church,christian,place_of_worship,12.9389625,80.2532001,way/1202521530
St.Camillus Syro Malabar Catholic Church,christian,place_of_worship,12.9421302,80.2504599,way/1202521532
CSI Good Shepherd Church,christian,place_of_worship,13.0909828,79.8331595,way/1226794662
Bethel Sharon Church,christian,place_of_worship,13.0873689,79.8335218,way/1226794694
Tamil Evangelical Lutheran Church Pandur,christian,place_of_worship,13.1573102,79.8512771,way/1231867845
St. Anthony's Church,christian,place_of_worship,13.1403271,79.8773148,way/1232377057
St. Anthony's Church,christian,place_of_worship,13.0413651,79.9809153,way/1236248579
St. Thomas Mount Telegu Baptist Church,christian,place_of_worship,13.012793,80.1994022,way/1237255288
St. Alphonsa Syro-Malabar Catholic Church,christian,place_of_worship,12.9809477,80.1389328,way/1237405356
ECI Door of heaven Church,christian,place_of_worship,12.9865214,80.1342999,way/1237405954
Donic Savio Church,christian,place_of_worship,13.1004697,80.2859736,way/1237744464
Lebanon Christian Assembly,christian,place_of_worship,13.1034084,80.2761211,way/1238278380
Ebenezer Lutheran Church,christian,place_of_worship,13.0364839,79.8381084,way/1240394704
St. Anthony's Church,christian,place_of_worship,12.964033,79.8550902,way/1270620195
St. Peter's Church,christian,place_of_worship,13.2134028,80.0965161,way/1306698285
St. John's Church,christian,place_of_worship,13.0952069,79.8112787,way/1381324070
Life of Truth Assembly,christian,place_of_worship,13.0954124,79.8090875,way/1381324085
Our Lady of Good Health Church,christian,place_of_worship,12.9563891,79.8551344,way/1391063968
St. Joseph's Church,christian,place_of_worship,12.9611614,79.8584547,way/1391064028
IPC Bethel Prayer Home,christian,place_of_worship,12.9669172,79.8523979,way/1391064927
CSI St. Peters Church,christian,place_of_worship,12.9833714,79.8400525,way/1391070816
Sahaya Matha Church,christian,place_of_worship,12.9812561,79.8422041,way/1391070827
St. Joseph's Church,christian,place_of_worship,12.9346133,79.8752304,way/1391073979
Our Lady of Good Health Church,christian,place_of_worship,12.8917716,79.9136249,way/1391100145
Bethel Telegu Baptist Church,christian,place_of_worship,13.0144639,80.1991522,way/1395450782
CSI Risen Jesus Church,christian,place_of_worship,13.1055799,79.8657911,way/1396854140
St. Matthew's Catholic Church,christian,place_of_worship,13.1047745,79.8639707,way/1396854141
CSI Jubilee Church,christian,place_of_worship,13.1686399,80.291734,way/1408206842
ECI Praise Church,christian,place_of_worship,13.1723586,80.292501,way/1408206843
All Saints Catholic Church,christian,place_of_worship,13.1720928,80.2994802,way/1408206844
CSI Christ the Redeemer Church,christian,place_of_worship,13.1728269,80.2987407,way/1408206845
Faith Church of God,christian,place_of_worship,13.1747854,80.2943978,way/1408206846
TELC Christ Church,christian,place_of_worship,13.1661527,80.3042181,way/1408206847
St. Jude's Syrian Malabar Catholic Church,christian,place_of_worship,13.1481383,80.2988705,way/1408208147
St. Joseph's Catholic Church,christian,place_of_worship,13.2203168,80.3193189,way/1408241415
CSI St. Peter's Church,christian,place_of_worship,13.2137573,80.3192896,way/1408241423
St. Pauls Catholic Church,christian,place_of_worship,13.1505061,80.2955558,way/1410286744
CSI inba Yesu Alayam,christian,place_of_worship,13.1456142,80.2977856,way/1410287729
CSI Arumbakkam Church,christian,place_of_worship,13.2025018,79.8581291,way/1410331671
TELC Thirupakkam Church,christian,place_of_worship,13.2072883,79.8332156,way/1410331677
TELC St. John's Church,christian,place_of_worship,13.2142955,79.8261485,way/1410331699
Church of Our Lady of Light (Luz Church),christian,place_of_worship,13.038191,80.2623848,way/1419893342
CSI Kingdom of God Church,christian,place_of_worship,13.0291504,80.2268557,way/1419895743
CSI St. Andrew's Church,christian,place_of_worship,13.0281076,80.2285528,way/1419895746
Our Lady of Lourdes Church,christian,place_of_worship,12.9617158,80.189038,way/1424636718
St. Anthony's Church Eraiyur,christian,place_of_worship,12.8801753,79.9485645,way/1425976125
St. Theresa's Church Theresapuram,christian,place_of_worship,12.9165225,79.9333896,way/1425997304
St. Paul's Church Gunduperumpedu,christian,place_of_worship,12.9236308,79.9796656,way/1425997691
Old St. Paul's Church Gunduperumpedu,christian,place_of_worship,12.9237477,79.9796374,way/1425997692
Infant Jesus Church,christian,place_of_worship,12.9285439,79.9310698,way/1426005022
St. Anthony's Church Araneri,christian,place_of_worship,12.9266631,79.9151561,way/1426163516
Our Lady of Immaculate Conception Church Echoor,christian,place_of_worship,12.8884834,79.8953979,way/1427095724
C.S.I Wesley Church Echoor,christian,place_of_worship,12.8889345,79.895227,way/1427095725
Annai Velankanni Church,christian,place_of_worship,12.9652275,79.9505251,way/1431403462
CSI Bishop Newbigin Memorial Church,christian,place_of_worship,12.9678253,79.9425729,way/1431403477
The Universal Ecumenical Church of YMCA,christian,place_of_worship,12.9745773,80.2501951,way/1543060010
CSI Church of Jesus,christian,place_of_worship,12.9275532,80.1177462,way/1550260108
Seashore St. Antony's shrine,christian,place_of_worship,12.9573918,80.2572485,node/1660079139
Manapakkam Church,christian,place_of_worship,13.0134057,80.1722622,node/1750901890
School Church,christian,place_of_worship,13.020153,80.2206968,node/1985533404
Church,christian,place_of_worship,12.9790968,80.2270337,node/1993266475
St.Pius Church,christian,place_of_worship,12.9642492,80.2437737,node/2127106129
Shekinah Church,christian,place_of_worship,12.9355058,80.2339031,node/2127114008
CSI St.Thomas Church,christian,place_of_worship,12.9335086,80.231752,node/2127115249
PowerHouse Church,christian,place_of_worship,13.0687865,80.2182717,node/2394711897
CSI St Mark Church,christian,place_of_worship,12.922164,80.1438885,node/3014093886
Sacred Heart of Jesus Church,christian,place_of_worship,12.8974655,80.1458669,node/3646935096
HMPA Church,christian,place_of_worship,12.8838101,80.2285664,node/3894522824
CSI St James Church,christian,place_of_worship,13.0981376,80.2297164,node/4035158589
Full Gospel Telugu Baptist Church,christian,place_of_worship,13.1197508,80.1176193,node/4256273251
Holy Cross Church - Catholic,christian,place_of_worship,13.0329942,80.2398019,node/4439298096
St Luke’s Church,christian,place_of_worship,13.0240079,80.2641007,node/4631807211
House of Prayer CSI Church,christian,place_of_worship,13.0060827,80.2450524,node/5048335546
Victory Christian assembly Church,christian,place_of_worship,12.922888,80.1338678,node/5087493122
advent christian church,christian,place_of_worship,12.923056,80.1620926,node/5090924225
The Pentacoastal Mission,christian,place_of_worship,13.1184545,80.0626073,node/5227851434
Sugajeeva chathedral,christian,place_of_worship,12.9193614,80.2513839,node/5229624919
ECI CHURCH,christian,place_of_worship,13.1202458,80.0679391,node/5229679321
Bethany House of worship பெத்தானியா ஆராதனை வீடு,christian,place_of_worship,12.9182943,80.1158578,node/5246751822
Church of Jesus the Saviour,christian,place_of_worship,12.9161188,80.115592,node/5246751825
Advent Christ Church,christian,place_of_worship,12.8852076,80.1522386,node/5259058324
The Free(ing) Church,christian,place_of_worship,12.9245832,80.1142533,node/5304399844
"St. Mother Theresa Church (Sero Malabar), Velachery-Perungudi",christian,place_of_worship,12.9749042,80.2479225,node/5557375680
Advent Church,christian,place_of_worship,13.0296307,80.2230006,node/5631888614
CSI Holy Trinity Church,christian,place_of_worship,13.1282888,80.1285862,node/5701348252
New Logos Telugu Lutheran Church,christian,place_of_worship,13.1203083,80.2852074,node/5910238794
"St Alphonsa Syro Malabar Church, Kodambakkam",christian,place_of_worship,13.0566664,80.2227353,node/6074258022
Holy Cross Sisters Convent,christian,place_of_worship,13.1022382,80.1004159,node/6110456387
St.George Jacobite Syrian Orthodox Church,christian,place_of_worship,13.1031823,80.0999586,node/6110492905
Little Mount Syro Malabar Church,christian,place_of_worship,13.0119327,80.1973964,node/6126631558
St. Peters Syro Malabar Church Avadi,christian,place_of_worship,13.1496251,80.0668252,node/7017176678
St. Peter & St.Paul's Orthodox Church,christian,place_of_worship,13.0772875,80.1974314,node/7466235285
Divine Mercy Church,christian,place_of_worship,13.1100235,80.1521463,node/7845977931
LLM Church,christian,place_of_worship,12.9053685,80.2066033,node/9104442740
Bishop Heber Chapel,christian,place_of_worship,12.9188484,80.1238826,node/9439466837
Jesus Calls,christian,place_of_worship,13.0938421,80.2919227,node/10102275887
CSI St.Paul's Church,christian,place_of_worship,12.9517604,80.1839503,node/11704186122
Goodway Ministries,christian,place_of_worship,13.1903897,80.3134393,node/12458738603
Calvary Telugu Baptist Church,christian,place_of_worship,13.1846863,80.3090919,node/12458790359
Trinity Church,christian,place_of_worship,13.1777042,80.3111501,node/12458790378
Holy Family Shrine,christian,place_of_worship,13.1344145,80.2324526,node/12581554804
Saint Sebastian's Church,christian,place_of_worship,13.139952,80.2368359,node/12581645340
Assembly Of God The Living Way Church,christian,place_of_worship,13.0591191,80.1876499,node/13390319526
